loss,accuracy,val_loss,val_accuracy
1.189192295074463,0.5467907190322876,0.8888758420944214,0.6855964660644531
0.69952392578125,0.7676852941513062,0.6287700533866882,0.802347719669342
0.42693063616752625,0.8785026669502258,0.48072507977485657,0.8429568409919739
0.2598174810409546,0.9395157098770142,0.2624155879020691,0.9387690424919128
0.1595107764005661,0.9712382555007935,0.18895481526851654,0.9625634551048279
0.11406155675649643,0.9800148010253906,0.13542389869689941,0.976840078830719
0.06505375355482101,0.9927037954330444,0.09675847738981247,0.9850888252258301
0.04295282065868378,0.9966162443161011,0.09990839660167694,0.9825507402420044
0.03171934559941292,0.9976736903190613,0.07413056492805481,0.9866751432418823
0.019680732861161232,0.998202383518219,0.08605694025754929,0.9860405921936035
0.016537554562091827,0.9987310767173767,0.14939998090267181,0.9692258834838867
0.019724370911717415,0.9986253380775452,0.07028718292713165,0.9882614016532898
0.00943928211927414,0.9996827840805054,0.07202252745628357,0.9885786771774292
0.005027014296501875,1.0,0.06744053959846497,0.9892131686210632
0.003959431312978268,1.0,0.06643618643283844,0.9879441857337952
