loss,accuracy,val_loss,val_accuracy
2.3210573196411133,0.3263191282749176,2.214630365371704,0.3489847779273987
1.6723237037658691,0.4343872368335724,1.5815397500991821,0.4682741165161133
1.3673962354660034,0.5348418951034546,1.484960675239563,0.4946065843105316
1.180820107460022,0.6090726256370544,0.9078444838523865,0.7017766237258911
1.017916202545166,0.6615205407142639,1.179284930229187,0.5824872851371765
0.8299150466918945,0.7330020070075989,1.1094751358032227,0.6056472063064575
0.6520522832870483,0.797715961933136,1.1663858890533447,0.5888324975967407
0.6725313663482666,0.7897853255271912,1.309010624885559,0.6979695558547974
0.5298642516136169,0.8363116979598999,0.7018355131149292,0.7636421322822571
0.525641679763794,0.831764817237854,0.6077111959457397,0.8156725764274597
0.5068953037261963,0.8435021638870239,0.4359152019023895,0.8829314708709717
0.3771769106388092,0.893095076084137,0.5669800043106079,0.8115482330322266
0.4957698583602905,0.8475203514099121,0.6702974438667297,0.807106614112854
0.422050803899765,0.8708893060684204,0.6848288774490356,0.7477791905403137
0.5092853903770447,0.8532304167747498,0.3597337007522583,0.9000634551048279
0.3101501762866974,0.9088506102561951,0.40649810433387756,0.8683375716209412
0.39654770493507385,0.8964787721633911,0.7175683975219727,0.7582487463951111
0.2802804112434387,0.9186846017837524,0.37646493315696716,0.879758894443512
0.22729326784610748,0.9358147382736206,0.2677527666091919,0.938134491443634
0.24255158007144928,0.9362376928329468,0.2193654626607895,0.9533629417419434
0.13302084803581238,0.9720841646194458,0.2690766155719757,0.936865508556366
0.22697201371192932,0.9325367212295532,0.7199229001998901,0.789340078830719
0.5016093850135803,0.8673998117446899,0.21799609065055847,0.9444797039031982
0.11836462467908859,0.9741989970207214,0.17593829333782196,0.9603426456451416
0.10761494189500809,0.9759966135025024,0.17399990558624268,0.9720812439918518
0.1320691704750061,0.9673258066177368,0.4380324184894562,0.8540608882904053
0.20745499432086945,0.9426879286766052,0.16814158856868744,0.9682741165161133
0.13021376729011536,0.9632018804550171,0.6854769587516785,0.8404187560081482
0.4576495885848999,0.8786084651947021,0.29158613085746765,0.908946692943573
0.15932822227478027,0.9533678889274597,0.16947640478610992,0.9641497731208801
0.0990632027387619,0.9737760424613953,0.18011507391929626,0.9676395654678345
0.09869168698787689,0.9740932583808899,0.1413583755493164,0.9695431590080261
0.3105393350124359,0.9269324541091919,0.31501954793930054,0.9092639684677124
0.0919879898428917,0.9773712754249573,0.3890042304992676,0.8765863180160522
0.12419823557138443,0.9610870480537415,1.1585475206375122,0.7185913920402527
0.22089514136314392,0.9389870166778564,0.22476911544799805,0.9286167621612549
0.1589745134115219,0.9536851048469543,0.11748823523521423,0.9787436723709106
0.04401912912726402,0.9923865795135498,0.15261097252368927,0.9701776504516602
0.6128295063972473,0.8937295079231262,0.12330690026283264,0.9771573543548584
0.03451411798596382,0.9955588579177856,0.13672256469726562,0.9692258834838867
0.04772883281111717,0.9885798692703247,0.26271557807922363,0.9181472063064575
0.16579245030879974,0.9533678889274597,0.1130439043045044,0.9746192693710327
0.047884926199913025,0.9881569147109985,0.16451992094516754,0.9590736031532288
0.06925056129693985,0.984455943107605,0.19482259452342987,0.9524111747741699
0.16653850674629211,0.9493497014045715,0.1548789143562317,0.961294412612915
0.07288094609975815,0.9793803691864014,0.14676137268543243,0.9682741165161133
0.22709451615810394,0.9446970224380493,0.11316786706447601,0.9777919054031372
0.06467359513044357,0.9802262783050537,0.13225553929805756,0.9711294174194336
0.35528120398521423,0.9218568205833435,1.0554519891738892,0.7588832378387451
0.08398685604333878,0.9752564430236816,0.10801777988672256,0.9800127148628235
